chr1	4601270	4601949
chr1	6719056	6719658
chr1	6963770	6964205
chr1	7001608	7002394
chr1	7767112	7767849
chr1	8905383	8906244
chr1	9566282	9566438
chr1	9639045	9639726
chr1	9943341	9944375
chr1	10328711	10328985
chr1	10928420	10928718
chr1	11267411	11267948
chr1	11267993	11268540
chr1	11973539	11974067
chr1	12400236	12400521
chr1	12567417	12567570
chr1	12577608	12578048
chr1	12661282	12662241
chr1	12765750	12766587
chr1	12801388	12801564
chr1	12862303	12862777
chr1	12994916	12995584
chr1	13064349	13065578
chr1	13850532	13851868
chr1	14182811	14183752
chr1	14298645	14299415
chr1	14346483	14346791
chr1	15758620	15758949
chr1	16286049	16286464
chr1	16292257	16292689
chr1	16473758	16473945
chr1	17085846	17086459
chr1	17406117	17406654
chr1	19402269	19402725
chr1	19689503	19690191
chr1	19757397	19757891
chr1	19889743	19891261
chr1	19917846	19918326
chr1	19972991	19974802
chr1	20121785	20122006
chr1	20292779	20293068
chr1	20334703	20334927
chr1	20430990	20431223
chr1	20897618	20898609
chr1	20898696	20899581
chr1	20925582	20925669
chr1	21032398	21032808
chr1	21426845	21427080
chr1	21810241	21810683
chr1	23581026	23581484
chr1	24146819	24147208
chr1	24240151	24240769
chr1	24280486	24280643
chr1	26444892	26445381
chr1	30696596	30697122
chr1	30843676	30844324
chr1	31071175	31071655
chr1	33082133	33082626
chr1	33083751	33084115
chr1	33098940	33099490
chr1	33154892	33155135
chr1	33645672	33645887
chr1	33664893	33665584
chr1	33666871	33667406
chr1	34163425	34163708
chr1	34187693	34188005
chr1	34530435	34530521
chr1	34721922	34723602
chr1	35472533	35473264
chr1	35751253	35751762
chr1	35932261	35932630
chr1	36307715	36308434
chr1	36365504	36366745
chr1	36616014	36616418
chr1	36780736	36781387
chr1	36845982	36846635
chr1	37019764	37020310
chr1	37058473	37059023
chr1	37242471	37242571
chr1	37418695	37418860
chr1	37799637	37799884
chr1	38217985	38218121
chr1	38255100	38256056
chr1	38452157	38452272
chr1	38474137	38474404
chr1	38485738	38486236
chr1	38493213	38493664
chr1	38699209	38699774
chr1	38704882	38705848
chr1	38949889	38950498
chr1	39062373	39062784
chr1	39081388	39081533
chr1	39539334	39539809
chr1	39723725	39724049
chr1	39773045	39773773
chr1	39787234	39787966
chr1	39955945	39956947
chr1	40029356	40029780
chr1	40604247	40604348
chr1	40722283	40723080
chr1	41122029	41122369
chr1	41214878	41215601
chr1	41222912	41224669
chr1	41328735	41329113
chr1	41331867	41332856
chr1	41333359	41333513
chr1	41569477	41569848
chr1	41661785	41663088
chr1	41870149	41872253
chr1	41948706	41948942
chr1	41975281	41976966
chr1	41992814	41993186
chr1	42209075	42209564
chr1	42444241	42444688
chr1	42528803	42529830
chr1	42597271	42597466
chr1	42736665	42737305
chr1	42738557	42739298
chr1	42763418	42765176
chr1	42767451	42769496
chr1	42980742	42981184
chr1	43011130	43011478
chr1	43690010	43690665
chr1	44641790	44642512
chr1	45962015	45962107
chr1	47335390	47335737
chr1	47420423	47420688
chr1	48468142	48468631
chr1	50977488	50978556
chr1	51330383	51331333
chr1	51512077	51512359
chr1	51664113	51664676
chr1	51674324	51675014
chr1	51706352	51707622
chr1	52065957	52066721
chr1	52136354	52137802
chr1	52299823	52300181
chr1	53117594	53117734
chr1	53497589	53497698
chr1	53805180	53805519
chr1	54578205	54579265
chr1	54642325	54643423
chr1	54818933	54819517
chr1	54910142	54910752
chr1	54981562	54982187
chr1	55250516	55251456
chr1	55262025	55262964
chr1	55268175	55268358
chr1	55707643	55707899
chr1	55722611	55724253
chr1	55762833	55763096
chr1	55943795	55944952
chr1	56728186	56728761
chr1	56789986	56790078
chr1	56836923	56837119
chr1	57115892	57116261
chr1	57231160	57231709
chr1	57274635	57275911
chr1	57390152	57391008
chr1	57397925	57398049
chr1	57680464	57680667
chr1	57903494	57903938
chr1	57967774	57968076
chr1	57997746	57998055
chr1	58103515	58104041
chr1	58111418	58111810
chr1	59336353	59336447
chr1	59383956	59384582
chr1	59451507	59452225
chr1	59537509	59538138
chr1	59541283	59542764
chr1	59543778	59544648
chr1	59591542	59592010
chr1	59597438	59597834
chr1	59598579	59598703
chr1	59642005	59642517
chr1	60683768	60685148
chr1	60908535	60908644
chr1	61180483	61180880
chr1	61197905	61198494
chr1	61199021	61200069
chr1	61202505	61203568
chr1	61262208	61262306
chr1	61322478	61323202
chr1	61357125	61358176
chr1	61358591	61360198
chr1	61436632	61438384
chr1	61599163	61599917
chr1	62056587	62056969
chr1	62117876	62118085
chr1	62371852	62372719
chr1	62429322	62429551
chr1	62476373	62476447
chr1	62479866	62480450
chr1	62611803	62612700
chr1	62763168	62763626
chr1	62789260	62789836
chr1	62842358	62842916
chr1	62897776	62898273
chr1	62947244	62947380
chr1	63518534	63519065
chr1	63747860	63748547
chr1	64024401	64025343
chr1	64040856	64041443
chr1	64063898	64064284
chr1	64455209	64456649
chr1	64803986	64804300
chr1	64899891	64900398
chr1	64962279	64963911
chr1	65021226	65022808
chr1	65097783	65098452
chr1	66888859	66888987
chr1	66908351	66908938
chr1	68921685	68922166
chr1	68938671	68939427
chr1	69329088	69329092
chr1	69513305	69513864
chr1	69582038	69582553
chr1	69718909	69718978
chr1	69774626	69775620
chr1	70488880	70489811
chr1	71025245	71025258
chr1	71083798	71083848
chr1	71388116	71389160
chr1	71553540	71554452
chr1	72420385	72420860
chr1	72536631	72537066
chr1	72546285	72546454
chr1	72765169	72765912
chr1	72851984	72852946
chr1	72867557	72867772
chr1	72869486	72870059
chr1	72872861	72874136
chr1	72999850	72999920
chr1	73085885	73085994
chr1	73200066	73201052
chr1	73216606	73217024
chr1	73411018	73411209
chr1	73454094	73454700
chr1	73484390	73484581
chr1	73577765	73578039
chr1	73585136	73585802
chr1	73637871	73638417
chr1	73687743	73687947
chr1	73688816	73690146
chr1	73991122	73991336
chr1	74004399	74005378
chr1	74045395	74045607
chr1	74116244	74116740
chr1	74150148	74151685
chr1	74733945	74734922
chr1	74821829	74822677
chr1	74827561	74828339
chr1	74844114	74844515
chr1	74848189	74848518
chr1	74850658	74851642
chr1	74852731	74852952
chr1	74929522	74929631
chr1	74930265	74930576
chr1	74988164	74988424
chr1	74998936	74999962
chr1	75578392	75578700
chr1	75675113	75675626
chr1	75701218	75701613
chr1	75735261	75735429
chr1	75782683	75783330
chr1	75794544	75795138
chr1	75800111	75801157
chr1	75838427	75838725
chr1	75885284	75885699
chr1	75887427	75887635
chr1	75953301	75953550
chr1	76072407	76072835
chr1	76087607	76088033
chr1	76358731	76358994
chr1	76427058	76427181
chr1	76634386	76634634
chr1	76735391	76735561
chr1	76968809	76969235
chr1	77242516	77242752
chr1	77254990	77256089
chr1	77256669	77256751
chr1	77334746	77335222
chr1	77492016	77492632
chr1	77499260	77499976
chr1	77502433	77502493
chr1	77504128	77504727
chr1	77507984	77508973
chr1	77542038	77543382
chr1	77613870	77614352
chr1	77625243	77626773
chr1	78019080	78019313
chr1	78078610	78079387
chr1	78105590	78106267
chr1	78215223	78216526
chr1	78308523	78309504
chr1	78360110	78361017
chr1	78363551	78364365
chr1	78401095	78401201
chr1	78590162	78591302
chr1	78597896	78598382
chr1	79224817	79225344
chr1	79460024	79460463
chr1	79527019	79527151
chr1	79625196	79625365
chr1	79818619	79819201
chr1	80234081	80234566
chr1	80236594	80237091
chr1	81517055	81518000
chr1	82269531	82270141
chr1	82320854	82321231
chr1	82350975	82351532
chr1	82382288	82382879
chr1	82404247	82404677
chr1	82795022	82795552
chr1	83098176	83099206
chr1	83862781	83862840
chr1	84076390	84077231
chr1	84086021	84086413
chr1	84532505	84533059
